loss,mean_absolute_error,val_loss,val_mean_absolute_error,epoch
0.03125065937638283,0.15811344981193542,0.06498973071575165,0.17925706505775452,67
0.031410157680511475,0.1589684933423996,0.06426990032196045,0.1859770268201828,68
0.03120901621878147,0.1581794023513794,0.06344016641378403,0.18926572799682617,69
0.03159653767943382,0.15715238451957703,0.06246611475944519,0.18989033997058868,70
0.031356628984212875,0.15545010566711426,0.06131330132484436,0.19048413634300232,71
0.031198835000395775,0.15546545386314392,0.06014881655573845,0.19022074341773987,72
0.03147629648447037,0.15722884237766266,0.0591982826590538,0.18907280266284943,73
0.031216204166412354,0.15623657405376434,0.05726278945803642,0.18486323952674866,74
0.03051716648042202,0.15331420302391052,0.055476777255535126,0.1793348789215088,75
0.030832791700959206,0.15303221344947815,0.05390370637178421,0.17360639572143555,76
0.03044017031788826,0.15155509114265442,0.052345387637615204,0.1708107888698578,77
0.030030440539121628,0.15305933356285095,0.05112477019429207,0.16861876845359802,78
0.030105670914053917,0.15487167239189148,0.05026761442422867,0.16600008308887482,79
0.02982546016573906,0.15408508479595184,0.04881822317838669,0.16167163848876953,80
0.029622357338666916,0.15324369072914124,0.047672368586063385,0.15740709006786346,81
0.029629360884428024,0.15197637677192688,0.04684723541140556,0.154571533203125,82
0.029495209455490112,0.15221504867076874,0.04615459963679314,0.1531125009059906,83
0.029362868517637253,0.15236146748065948,0.045601774007081985,0.15184465050697327,84
0.029531607404351234,0.15330106019973755,0.045154523104429245,0.15104174613952637,85
0.029402434825897217,0.15328189730644226,0.044535327702760696,0.149658203125,86
0.029301900416612625,0.15249091386795044,0.044046901166439056,0.14834170043468475,87
0.029384931549429893,0.15236592292785645,0.043790318071842194,0.1481458693742752,88
0.02932916209101677,0.15237586200237274,0.04338929429650307,0.14701581001281738,89
0.029298311099410057,0.1520083099603653,0.04307951405644417,0.1465829312801361,90
0.029245784506201744,0.1524072140455246,0.042861029505729675,0.14665880799293518,91
0.02909276820719242,0.15212461352348328,0.04256723076105118,0.14599838852882385,92
0.029031947255134583,0.15197545289993286,0.04235050827264786,0.14551524817943573,93
0.029027501121163368,0.15201124548912048,0.042107731103897095,0.1446235626935959,94
0.02933926321566105,0.15270717442035675,0.04204501584172249,0.14446720480918884,95
0.028977563604712486,0.15113595128059387,0.041733093559741974,0.14463944733142853,96
0.02884882129728794,0.15162816643714905,0.041692085564136505,0.14583472907543182,97
0.02892720326781273,0.15196770429611206,0.04168005287647247,0.1463126242160797,98
0.028838520869612694,0.15205886960029602,0.04153703898191452,0.1459086835384369,99
0.028806131333112717,0.1518247127532959,0.04131865128874779,0.14510174095630646,100
